case_number,time_reported,time_occured,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202100506,04/09/2021 08:00:00 am,04/09/2021 08:00:00 am-04/09/2021 08:00:00 am,"49 N COLLEGE AVE/ , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100505,04/09/2021 03:13:00 am,04/09/2021 03:13:00 am-04/09/2021 03:13:00 am,"1004 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100504,04/09/2021 01:51:00 am,04/09/2021 01:51:00 am-04/09/2021 01:51:00 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202100503,04/09/2021 01:03:00 am,04/09/2021 01:03:00 am-04/09/2021 01:03:00 am,"299 E STEWART RD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100503,04/09/2021 01:03:00 am,04/09/2021 01:03:00 am-04/09/2021 01:03:00 am,"299 E STEWART RD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100502,04/08/2021 11:46:00 pm,04/08/2021 11:46:00 pm-04/08/2021 11:46:00 pm,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100502,04/08/2021 11:46:00 pm,04/08/2021 11:46:00 pm-04/08/2021 11:46:00 pm,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100501,04/08/2021 08:05:00 pm,04/08/2021 08:05:00 pm-04/08/2021 08:05:00 pm,"902 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100500,04/08/2021 03:01:00 pm,04/06/2021 08:00:00 am-04/08/2021 03:00:00 pm,"915 LOCUST ST , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100499,04/08/2021 11:30:00 am,04/08/2021 10:45:00 am-04/08/2021 11:30:00 am,"1121 ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100498,04/08/2021 11:35:00 am,04/08/2021 10:29:00 am-04/08/2021 10:40:00 am,"909 HITT ST , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100497,04/08/2021 01:03:00 am,04/08/2021 01:03:00 am-04/08/2021 01:03:00 am,"1899 E STADIUM BLVD/S OLD 63 , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100497,04/08/2021 01:03:00 am,04/08/2021 01:03:00 am-04/08/2021 01:03:00 am,"1899 E STADIUM BLVD/S OLD 63 , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100496,04/07/2021 11:43:14 pm,04/07/2021 11:43:13 pm-04/07/2021 11:43:14 pm,"309 309 HITT STREET , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,INACTIVE (MUPD ONLY)
202100495,04/08/2021 04:05:33 pm,04/07/2021 07:00:00 pm-04/07/2021 07:05:33 pm,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,INACTIVE (MUPD ONLY)
202100494,04/07/2021 02:20:32 pm,04/01/2021 11:35:00 am-04/01/2021 11:45:00 am,"809 S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202100493,04/07/2021 09:58:00 am,04/06/2021 10:00:00 am-04/07/2021 09:58:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202100492,04/07/2021 12:27:00 am,04/07/2021 12:27:00 am-04/07/2021 12:27:00 am,"199 S PROVIDENCE RD/LOCUST ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100492,04/07/2021 12:27:00 am,04/07/2021 12:27:00 am-04/07/2021 12:27:00 am,"199 S PROVIDENCE RD/LOCUST ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202100491,04/06/2021 10:30:00 pm,04/06/2021 10:29:59 pm-04/06/2021 10:30:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202100490,04/06/2021 10:08:00 pm,04/05/2021 03:50:00 pm-04/05/2021 03:50:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100490,04/06/2021 10:08:00 pm,04/05/2021 03:50:00 pm-04/05/2021 03:50:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202100490,04/06/2021 10:08:00 pm,04/05/2021 03:50:00 pm-04/05/2021 03:50:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,FORGERY,CLEARED BY ARREST
202100489,04/06/2021 07:22:00 pm,04/06/2021 07:21:59 pm-04/06/2021 07:22:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202100488,04/06/2021 12:00:00 am,04/06/2021 12:00:00 am-04/06/2021 12:00:00 am,"0 ROLLINS ST/S COLLEGE AVE , COLUMBIA MO, 65201     ", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100487,04/06/2021 12:58:00 pm,04/06/2021 12:57:59 pm-04/06/2021 12:58:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
202100486,04/05/2021 10:04:00 pm,04/05/2021 10:04:00 pm-04/05/2021 10:04:00 pm,"799 TIGER AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100485,04/05/2021 09:24:00 pm,04/05/2021 01:00:00 pm-04/05/2021 06:00:00 pm,"1110 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202100484,04/05/2021 07:40:00 pm,04/05/2021 07:40:00 pm-04/05/2021 07:40:00 pm,"915 LOCUST ST , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100483,04/04/2021 08:58:00 pm,04/04/2021 08:57:59 pm-04/04/2021 08:58:00 pm,"1199 ROLLINS ST/VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,OTHER OFFENSE - REPORTABLE,CLEARED BY ARREST
202100483,04/04/2021 08:58:00 pm,04/04/2021 08:57:59 pm-04/04/2021 08:58:00 pm,"1199 ROLLINS ST/VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,CLEARED BY ARREST
202100482,04/04/2021 04:40:00 pm,04/04/2021 04:40:00 pm-04/04/2021 04:40:00 pm,"1099 S PROVIDENCE RD/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100481,04/04/2021 02:28:00 pm,04/04/2021 02:27:59 pm-04/04/2021 02:28:00 pm,"1699 E STADIUM BLVD/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100480,04/04/2021 05:01:00 am,04/04/2021 05:01:00 am-04/04/2021 05:01:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100479,04/04/2021 12:03:29 am,04/04/2021 12:03:29 am-04/04/2021 12:03:29 am,"605 ELM ST , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100478,04/03/2021 10:44:00 pm,04/03/2021 10:43:59 pm-04/03/2021 10:44:00 pm,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100477,04/03/2021 02:00:00 pm,04/03/2021 02:00:00 pm-04/03/2021 02:00:00 pm,"1099 S PROVIDENCE RD/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100476,04/03/2021 01:24:00 am,04/03/2021 01:24:00 am-04/03/2021 01:24:00 am,"499 LOCUST ST/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100475,04/03/2021 01:10:00 am,04/03/2021 01:09:59 am-04/03/2021 01:10:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST
202100475,04/03/2021 01:10:00 am,04/03/2021 01:09:59 am-04/03/2021 01:10:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100474,04/02/2021 10:12:00 pm,04/02/2021 10:11:59 pm-04/02/2021 10:12:00 pm,"1203 PAQUIN ST/MATTHEWS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100473,04/02/2021 06:13:00 pm,04/02/2021 06:12:59 pm-04/02/2021 06:13:00 pm,"199 S SIXTH ST/LOCUST ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202100473,04/02/2021 06:13:00 pm,04/02/2021 06:12:59 pm-04/02/2021 06:13:00 pm,"199 S SIXTH ST/LOCUST ST , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,DRUG - NARCOTIC,CLEARED BY ARREST
202100473,04/02/2021 06:13:00 pm,04/02/2021 06:12:59 pm-04/02/2021 06:13:00 pm,"199 S SIXTH ST/LOCUST ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100472,04/02/2021 02:31:00 pm,04/02/2021 02:31:00 pm-04/02/2021 02:31:00 pm,"1099 S PROVIDENCE RD/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100471,04/01/2021 10:14:00 pm,04/01/2021 10:14:00 pm-04/01/2021 10:14:00 pm,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,WEAPONS LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202100471,04/01/2021 10:14:00 pm,04/01/2021 10:14:00 pm-04/01/2021 10:14:00 pm,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100471,04/01/2021 10:14:00 pm,04/01/2021 10:14:00 pm-04/01/2021 10:14:00 pm,"1149 TIGER AVE/HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202100470,04/01/2021 08:49:00 pm,04/01/2021 08:48:59 pm-04/01/2021 08:49:00 pm,"0 E STADIUM BLVD ONR NB/S HWY 63 NB , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100469,04/01/2021 12:10:17 pm,04/01/2021 12:10:16 pm-04/01/2021 12:10:17 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202100468,04/01/2021 04:49:00 am,04/01/2021 04:49:00 am-04/01/2021 04:49:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202100467,03/31/2021 10:37:43 pm,03/31/2021 09:46:42 pm-03/31/2021 09:46:43 pm,"1598 S PROVIDENCE RD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100466,03/31/2021 01:08:00 am,03/31/2021 01:08:00 am-03/31/2021 01:08:00 am,"0 LOCUST/8TH STREET , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100465,03/30/2021 10:03:00 am,03/12/2021 12:00:00 pm-03/30/2021 10:03:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),INACTIVE (MUPD ONLY)
202100464,03/30/2021 06:40:00 am,03/30/2021 06:40:00 am-03/30/2021 06:40:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202100463,03/30/2021 07:13:10 am,03/30/2021 03:30:00 am-03/30/2021 05:33:00 am,"315 W BUSINESS LOOP 70 , COLUMBIA MO, 65203     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202100462,03/29/2021 09:51:00 pm,03/29/2021 09:50:59 pm-03/29/2021 09:51:00 pm,"399 E ASH ST/N FOURTH ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100461,03/29/2021 04:13:00 pm,03/29/2021 04:12:59 pm-03/29/2021 04:13:00 pm,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203     ",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST
202100461,03/29/2021 04:13:00 pm,03/29/2021 04:12:59 pm-03/29/2021 04:13:00 pm,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203     ",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST
202100461,03/29/2021 04:13:00 pm,03/29/2021 04:12:59 pm-03/29/2021 04:13:00 pm,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100460,03/29/2021 01:33:00 am,03/29/2021 01:32:59 am-03/29/2021 01:33:00 am,"1699 E STADIUM BLVD/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202100459,03/28/2021 10:51:00 pm,03/28/2021 10:50:59 pm-03/28/2021 10:51:00 pm,"499 E STEWART RD/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202100458,03/28/2021 06:55:00 pm,03/28/2021 06:54:59 pm-03/28/2021 06:55:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100458,03/28/2021 06:55:00 pm,03/28/2021 06:54:59 pm-03/28/2021 06:55:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100457,03/28/2021 03:07:00 pm,03/28/2021 01:28:00 pm-03/28/2021 01:28:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202100456,03/28/2021 09:49:00 am,03/28/2021 09:48:59 am-03/28/2021 09:49:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202100456,03/28/2021 09:49:00 am,03/28/2021 09:48:59 am-03/28/2021 09:49:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,LARCENY - OTHER,CLEARED BY ARREST
202100455,03/28/2021 01:45:00 am,03/28/2021 01:45:00 am-03/28/2021 01:45:00 am,"399 TURNER AVE/S FOURTH ST , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100455,03/28/2021 01:45:00 am,03/28/2021 01:45:00 am-03/28/2021 01:45:00 am,"399 TURNER AVE/S FOURTH ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,DWI,CLEARED BY ARREST
202100454,03/28/2021 01:34:00 am,03/28/2021 01:34:00 am-03/28/2021 01:34:00 am,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100454,03/28/2021 01:34:00 am,03/28/2021 01:34:00 am-03/28/2021 01:34:00 am,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100453,03/28/2021 12:08:00 am,03/28/2021 12:08:00 am-03/28/2021 12:08:00 am,"301 HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100453,03/28/2021 12:08:00 am,03/28/2021 12:08:00 am-03/28/2021 12:08:00 am,"301 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100452,03/27/2021 11:42:00 pm,03/27/2021 11:42:00 pm-03/27/2021 11:42:00 pm,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100452,03/27/2021 11:42:00 pm,03/27/2021 11:42:00 pm-03/27/2021 11:42:00 pm,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100451,03/27/2021 11:52:00 pm,03/27/2021 11:51:59 pm-03/27/2021 11:52:00 pm,"1599 FELLOWS PL/ROCK QUARRY RD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100451,03/27/2021 11:52:00 pm,03/27/2021 11:51:59 pm-03/27/2021 11:52:00 pm,"1599 FELLOWS PL/ROCK QUARRY RD , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100450,03/28/2021 02:47:37 pm,03/27/2021 07:23:00 pm-03/27/2021 07:23:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100449,03/27/2021 09:42:00 pm,03/27/2021 09:41:59 pm-03/27/2021 09:42:00 pm,"1099 S PROVIDENCE RD/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100448,03/27/2021 09:40:00 pm,03/27/2021 09:39:59 pm-03/27/2021 09:40:00 pm,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100448,03/27/2021 09:40:00 pm,03/27/2021 09:39:59 pm-03/27/2021 09:40:00 pm,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100448,03/27/2021 09:40:00 pm,03/27/2021 09:39:59 pm-03/27/2021 09:40:00 pm,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100447,03/27/2021 01:57:00 am,03/27/2021 01:56:59 am-03/27/2021 01:57:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202100446,03/27/2021 01:15:00 am,03/27/2021 01:14:59 am-03/27/2021 01:15:00 am,"499 E STEWART RD/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100446,03/27/2021 01:15:00 am,03/27/2021 01:14:59 am-03/27/2021 01:15:00 am,"499 E STEWART RD/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100445,03/27/2021 02:11:23 pm,03/26/2021 10:08:00 pm-03/26/2021 10:08:00 pm,"599 S COLLEGE AVE/WILSON AVE , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202100444,03/26/2021 04:13:00 pm,03/16/2021 05:00:00 pm-03/23/2021 03:30:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100443,03/29/2021 12:58:28 pm,03/29/2021 12:58:27 pm-03/29/2021 12:58:28 pm,"1 HOSPITAL DRIVE , COLUMBIA   ,           ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202100442,03/26/2021 07:05:00 am,03/26/2021 06:55:00 am-03/26/2021 07:05:00 am,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202100441,03/26/2021 01:34:00 am,03/26/2021 01:34:00 am-03/26/2021 01:34:00 am,"1100 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100441,03/26/2021 01:34:00 am,03/26/2021 01:34:00 am-03/26/2021 01:34:00 am,"1100 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100440,03/26/2021 01:16:00 am,03/26/2021 01:16:00 am-03/26/2021 01:16:00 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100440,03/26/2021 01:16:00 am,03/26/2021 01:16:00 am-03/26/2021 01:16:00 am,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100439,03/26/2021 12:48:00 am,03/26/2021 12:48:00 am-03/26/2021 12:48:00 am,"1024 ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100439,03/26/2021 12:48:00 am,03/26/2021 12:48:00 am-03/26/2021 12:48:00 am,"1024 ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202100438,03/26/2021 12:02:00 am,03/26/2021 12:02:00 am-03/26/2021 12:02:00 am,"0 LOCUST STREET/ FIFTH STREET , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100437,03/26/2021 03:00:00 am,03/25/2021 10:40:00 pm-03/25/2021 11:34:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202100436,03/25/2021 04:39:51 pm,03/25/2021 04:39:50 pm-03/25/2021 04:39:51 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,UNFOUNDED
202100435,03/25/2021 09:18:00 am,03/23/2021 06:00:00 pm-03/25/2021 08:30:00 am,"9761 E ST CHARLES RD , COLUMBIA MO, 65202     ",NO  ,BURGLARY,BURGLARY,INACTIVE (MUPD ONLY)
202100434,03/25/2021 05:00:00 am,03/25/2021 02:49:00 am-03/25/2021 02:50:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100433,03/25/2021 01:12:00 am,03/25/2021 01:12:00 am-03/25/2021 01:12:00 am,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202100433,03/25/2021 01:12:00 am,03/25/2021 01:12:00 am-03/25/2021 01:12:00 am,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202100432,03/24/2021 11:55:00 pm,03/24/2021 11:55:00 pm-03/24/2021 11:55:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202100432,03/24/2021 11:55:00 pm,03/24/2021 11:55:00 pm-03/24/2021 11:55:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100432,03/24/2021 11:55:00 pm,03/24/2021 11:55:00 pm-03/24/2021 11:55:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,FORGERY,CLEARED BY ARREST
202100432,03/24/2021 11:55:00 pm,03/24/2021 11:55:00 pm-03/24/2021 11:55:00 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202100431,03/24/2021 06:07:00 pm,03/24/2021 06:06:59 pm-03/24/2021 06:07:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202100430,03/24/2021 01:45:00 pm,03/24/2021 01:40:00 pm-03/24/2021 01:45:00 pm,"599 ROLLINS ST/RICHMOND AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202100429,03/23/2021 03:08:48 pm,02/12/2021 11:45:00 pm-03/23/2021 03:08:48 pm,"101 E BURNAM RD , COLUMBIA             MO, 65203     ",YES ,RAPE - FORCIBLE,RAPE - FORCIBLE,EXCEPTIONALLY CLEARED
202100428,03/23/2021 04:08:00 am,03/23/2021 01:40:00 am-03/23/2021 01:46:00 am,"1619 ROCK QUARRY RD/HINKSON CREEK TRL , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202100427,03/23/2021 12:31:00 am,03/23/2021 12:30:59 am-03/23/2021 12:31:00 am,"300 ELM ST/S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
